shipment_id,origin_country,destination_country,transport_mode,product_type,ship_date,delivery_date,weight_kg,cost_usd,delay_days,status
5255,Alemania,Chile,Marítimo,Electrónica,2025-08-14,2025-08-27,15134.18,28504.0,0,A tiempo
5256,China,Colombia,Terrestre,Textil,2025-01-03,2025-01-14,11394.58,8222.81,0,A tiempo
5257,Colombia,México,Marítimo,Maquinaria,2025-02-18,2025-03-07,18803.52,27197.14,10,Retrasado
5258,Brasil,Perú,Aéreo,Textil,2025-10-01,2025-11-05,16499.25,30683.09,0,A tiempo
5259,Colombia,Colombia,Terrestre,Textil,2025-03-22,2025-04-23,18765.15,17986.26,1,A tiempo
5260,México,México,Terrestre,Alimentos,2025-01-07,2025-02-13,481.2,467.03,5,Retrasado
5261,Brasil,Chile,Terrestre,Alimentos,2025-09-27,2025-10-06,572.06,1207.02,4,Retrasado
5262,Brasil,Perú,Terrestre,Maquinaria,2025-09-03,2025-10-01,17556.1,21752.84,0,A tiempo
5263,Colombia,Chile,Marítimo,Maquinaria,2025-03-23,2025-04-23,18276.91,26743.18,6,Retrasado
5264,Perú,Chile,Terrestre,Electrónica,2025-08-17,2025-09-13,13498.78,27438.2,4,Retrasado
5265,USA,Colombia,Marítimo,Químicos,2025-08-17,2025-08-29,2611.56,4380.81,5,Retrasado
5266,Colombia,Ecuador,Aéreo,Maquinaria,2025-12-09,2026-01-06,397.55,612.06,4,Retrasado
5267,USA,Perú,Marítimo,Textil,2025-02-05,2025-02-25,11810.82,10955.75,0,A tiempo
5268,España,Colombia,Terrestre,Maquinaria,2025-03-04,2025-03-25,9699.25,14720.11,5,Retrasado
5269,Colombia,Ecuador,Aéreo,Electrónica,2025-04-21,2025-05-28,6695.71,7673.57,1,A tiempo
5270,Colombia,Chile,Terrestre,Textil,2025-10-07,2025-10-27,17458.51,32406.88,5,Retrasado
5271,Colombia,Perú,Aéreo,Textil,2025-06-22,2025-07-09,6008.52,13064.0,0,A tiempo
5272,España,Ecuador,Marítimo,Textil,2025-05-15,2025-05-31,14274.64,8334.18,3,A tiempo
5273,México,Colombia,Marítimo,Maquinaria,2025-05-20,2025-06-16,4180.65,6936.75,1,A tiempo
5274,Colombia,Perú,Terrestre,Maquinaria,2025-07-05,2025-07-18,5202.9,11642.4,8,Retrasado
5275,España,México,Terrestre,Electrónica,2025-04-29,2025-05-28,6844.72,8125.46,1,A tiempo
5276,China,Ecuador,Marítimo,Alimentos,2025-09-06,2025-09-28,7937.62,15993.1,0,A tiempo
5277,China,México,Terrestre,Químicos,2025-01-10,2025-02-16,9404.05,14008.47,8,Retrasado
5278,Perú,Colombia,Terrestre,Electrónica,2025-08-07,2025-08-11,12320.53,20613.08,2,A tiempo
5279,Perú,México,Aéreo,Químicos,2025-05-12,2025-06-14,12767.28,31890.2,0,A tiempo
5280,Alemania,Ecuador,Terrestre,Textil,2025-06-24,2025-07-19,12937.8,19695.81,0,A tiempo
5281,Alemania,Colombia,Marítimo,Electrónica,2025-10-02,2025-10-17,3991.87,5610.18,0,A tiempo
5282,México,Colombia,Terrestre,Alimentos,2025-01-13,2025-01-23,1929.06,2087.55,2,A tiempo
5283,China,México,Aéreo,Maquinaria,2025-03-21,2025-04-14,18502.02,27394.16,7,Retrasado
5284,China,Perú,Aéreo,Textil,2025-07-06,2025-07-22,17743.91,13501.24,5,Retrasado
5285,Alemania,Perú,Terrestre,Químicos,2025-08-14,2025-09-20,18581.92,16159.37,1,A tiempo
5286,USA,Ecuador,Aéreo,Textil,2025-03-09,2025-04-13,10538.38,21295.32,0,A tiempo
5287,Brasil,Ecuador,Marítimo,Textil,2025-03-13,2025-03-28,16347.31,15683.17,4,Retrasado
5288,México,Perú,Marítimo,Electrónica,2025-08-16,2025-08-27,9507.95,10556.46,0,A tiempo
5289,USA,Perú,Marítimo,Maquinaria,2025-09-22,2025-10-13,12255.79,8933.38,0,A tiempo
5290,México,Perú,Aéreo,Electrónica,2025-06-14,2025-06-20,16650.62,24799.71,1,A tiempo
5291,Alemania,Ecuador,Aéreo,Maquinaria,2025-06-12,2025-06-28,17833.78,35680.31,0,A tiempo
5292,USA,Chile,Terrestre,Electrónica,2025-05-27,2025-07-05,13413.33,25689.28,3,A tiempo
5293,Perú,Ecuador,Terrestre,Maquinaria,2025-04-03,2025-05-07,5842.05,8676.57,0,A tiempo
5294,Colombia,Perú,Terrestre,Alimentos,2025-12-26,2026-01-24,17235.67,14715.3,0,A tiempo
5295,Alemania,Chile,Terrestre,Maquinaria,2025-08-17,2025-09-20,14644.08,34130.35,1,A tiempo
5296,Brasil,Colombia,Terrestre,Alimentos,2025-05-11,2025-06-09,8822.47,19139.59,9,Retrasado
5297,Brasil,Ecuador,Terrestre,Electrónica,2025-04-04,2025-05-07,7843.63,15886.28,0,A tiempo
5298,Alemania,Ecuador,Aéreo,Maquinaria,2025-04-02,2025-04-06,5612.91,3427.4,0,A tiempo
5299,Colombia,Perú,Aéreo,Alimentos,2025-04-26,2025-04-27,10065.31,13961.66,0,A tiempo
5300,China,Chile,Terrestre,Químicos,2025-07-22,2025-08-15,255.19,457.1,3,A tiempo
5301,Colombia,México,Terrestre,Alimentos,2025-08-01,2025-08-24,18040.58,21829.4,3,A tiempo
5302,Perú,México,Marítimo,Alimentos,2025-08-30,2025-09-04,2558.83,3560.2,0,A tiempo
5303,Colombia,Chile,Terrestre,Electrónica,2025-01-09,2025-02-11,5815.34,11589.1,12,Retrasado
5304,Perú,México,Marítimo,Textil,2025-07-30,2025-08-21,18691.71,19862.35,0,A tiempo
5305,Brasil,Colombia,Aéreo,Alimentos,2025-08-01,2025-08-23,10025.3,21318.36,3,A tiempo
5306,México,Colombia,Terrestre,Maquinaria,2025-12-02,2026-01-07,13625.21,30075.23,1,A tiempo
5307,USA,Ecuador,Terrestre,Electrónica,2025-03-26,2025-04-20,6152.56,4805.24,0,A tiempo
5308,Perú,México,Terrestre,Maquinaria,2025-01-16,2025-01-31,13800.0,32557.42,3,A tiempo
5309,México,Perú,Terrestre,Alimentos,2025-12-12,2025-12-16,8218.56,19476.94,1,A tiempo
5310,USA,Ecuador,Terrestre,Electrónica,2025-07-25,2025-08-19,16887.34,19835.35,1,A tiempo
5311,USA,Chile,Terrestre,Textil,2025-02-07,2025-02-21,17731.69,26679.44,0,A tiempo
5312,Brasil,Colombia,Marítimo,Textil,2025-04-30,2025-05-18,13588.77,16910.24,7,Retrasado
5313,Brasil,Perú,Aéreo,Maquinaria,2025-05-23,2025-06-03,18733.76,26286.92,12,Retrasado
5314,México,Perú,Terrestre,Electrónica,2025-10-08,2025-11-08,7978.58,13779.79,0,A tiempo
5315,Brasil,Chile,Terrestre,Maquinaria,2025-04-07,2025-04-12,16639.68,21627.76,19,Retrasado
5316,China,Ecuador,Aéreo,Textil,2025-12-13,2025-12-28,5593.14,7347.91,0,A tiempo
5317,México,Ecuador,Aéreo,Maquinaria,2025-07-28,2025-08-26,15956.98,12264.19,3,A tiempo
5318,China,Ecuador,Aéreo,Químicos,2025-02-04,2025-02-05,8368.0,17717.7,3,A tiempo
5319,USA,Chile,Aéreo,Alimentos,2025-07-05,2025-07-25,14618.3,22459.34,0,A tiempo
5320,Colombia,Chile,Terrestre,Textil,2025-08-02,2025-08-05,14883.08,15654.8,0,A tiempo
5321,Colombia,México,Aéreo,Químicos,2025-12-16,2026-01-13,4735.55,5251.59,5,Retrasado
5322,Colombia,Ecuador,Aéreo,Textil,2025-11-29,2026-01-07,15798.91,9257.31,0,A tiempo
5323,USA,Ecuador,Terrestre,Alimentos,2025-12-10,2026-01-03,6274.46,7497.76,0,A tiempo
5324,Perú,Ecuador,Terrestre,Textil,2025-08-25,2025-09-07,9258.44,9713.89,3,A tiempo
5325,España,Colombia,Marítimo,Textil,2025-08-23,2025-09-24,19811.02,35619.73,7,Retrasado
5326,Colombia,Colombia,Aéreo,Electrónica,2025-09-07,2025-09-17,10020.2,11957.97,0,A tiempo
5327,USA,Ecuador,Marítimo,Químicos,2025-01-18,2025-02-18,2249.04,2935.61,2,A tiempo
5328,Perú,Ecuador,Marítimo,Maquinaria,2025-04-07,2025-04-08,4152.88,8458.46,0,A tiempo
5329,Brasil,Ecuador,Aéreo,Textil,2025-04-03,2025-04-16,8344.42,17205.24,6,Retrasado
5330,Alemania,Perú,Marítimo,Alimentos,2025-10-13,2025-11-03,11668.52,15215.8,0,A tiempo
5331,España,Perú,Terrestre,Textil,2025-03-04,2025-03-30,13980.52,25749.82,9,Retrasado
5332,México,Ecuador,Aéreo,Alimentos,2025-09-29,2025-10-15,638.91,647.18,0,A tiempo
5333,USA,Chile,Terrestre,Químicos,2025-06-02,2025-06-23,12235.32,6991.28,3,A tiempo
5334,China,Ecuador,Terrestre,Maquinaria,2025-04-09,2025-04-14,4594.72,3043.1,0,A tiempo
5335,USA,México,Terrestre,Textil,2025-11-26,2025-12-23,11176.18,8677.03,1,A tiempo
5336,Alemania,Perú,Aéreo,Maquinaria,2025-04-21,2025-04-26,6029.0,6161.79,0,A tiempo
5337,Brasil,Colombia,Aéreo,Maquinaria,2025-10-10,2025-11-18,6633.07,7265.03,10,Retrasado
5338,Perú,Colombia,Aéreo,Alimentos,2025-10-04,2025-10-11,1800.3,1716.54,7,Retrasado
5339,China,Chile,Terrestre,Textil,2025-05-18,2025-06-24,6424.71,10494.89,0,A tiempo
5340,México,Ecuador,Marítimo,Electrónica,2025-04-29,2025-05-06,1463.55,2221.69,10,Retrasado
5341,USA,Ecuador,Marítimo,Textil,2025-01-02,2025-02-07,10046.4,13696.17,0,A tiempo
5342,Brasil,México,Marítimo,Electrónica,2025-06-19,2025-07-08,11273.08,11148.4,0,A tiempo
5343,Alemania,Colombia,Terrestre,Electrónica,2025-03-06,2025-03-30,4940.46,8004.17,8,Retrasado
5344,Alemania,Perú,Aéreo,Químicos,2025-01-04,2025-01-24,2060.26,1229.72,0,A tiempo
5345,Alemania,Perú,Terrestre,Químicos,2025-08-13,2025-09-09,15475.58,25324.26,1,A tiempo
5346,Colombia,Perú,Aéreo,Electrónica,2025-02-15,2025-02-21,11065.37,26800.42,2,A tiempo
5347,Colombia,México,Terrestre,Textil,2025-04-22,2025-04-30,18268.82,38780.75,2,A tiempo
5348,USA,México,Terrestre,Químicos,2025-09-18,2025-10-12,17203.74,29464.59,4,Retrasado
5349,Perú,Ecuador,Marítimo,Químicos,2025-09-29,2025-10-21,19009.51,21791.2,0,A tiempo
5350,Perú,México,Aéreo,Químicos,2025-12-14,2025-12-25,8051.6,19012.25,7,Retrasado
5351,Alemania,Perú,Marítimo,Alimentos,2025-11-28,2025-12-20,11790.17,26787.67,0,A tiempo
5352,México,Ecuador,Terrestre,Electrónica,2025-07-08,2025-08-11,5397.16,12426.31,6,Retrasado
5353,China,México,Terrestre,Textil,2025-12-12,2026-01-16,13854.06,21662.55,0,A tiempo
5354,México,Chile,Terrestre,Químicos,2025-05-05,2025-06-07,12219.21,22527.91,4,Retrasado
5355,Perú,Perú,Aéreo,Alimentos,2025-07-20,2025-08-08,3304.13,5671.91,2,A tiempo
5356,Perú,Chile,Aéreo,Textil,2025-07-18,2025-08-10,962.41,2077.21,2,A tiempo
5357,España,Colombia,Marítimo,Textil,2025-01-09,2025-01-23,398.95,553.96,5,Retrasado
5358,España,Chile,Marítimo,Textil,2025-01-13,2025-01-15,5331.07,9452.84,2,A tiempo
5359,Perú,Perú,Marítimo,Textil,2025-03-28,2025-04-05,19436.48,37436.37,6,Retrasado
5360,España,México,Terrestre,Textil,2025-12-06,2026-01-10,1934.47,1055.98,0,A tiempo
5361,Alemania,Perú,Marítimo,Químicos,2025-11-27,2025-12-26,4404.08,10213.55,0,A tiempo
5362,México,Ecuador,Terrestre,Alimentos,2025-08-21,2025-09-06,3227.31,7110.68,0,A tiempo
5363,China,Ecuador,Marítimo,Textil,2025-01-25,2025-02-18,7314.69,16245.4,0,A tiempo
5364,China,Colombia,Marítimo,Textil,2025-12-14,2025-12-20,1301.12,1294.72,0,A tiempo
5365,España,Colombia,Terrestre,Electrónica,2025-01-25,2025-03-03,9337.79,12040.33,2,A tiempo
5366,China,Perú,Marítimo,Maquinaria,2025-07-04,2025-07-26,13593.4,33016.37,0,A tiempo
5367,España,Chile,Terrestre,Textil,2025-08-15,2025-09-12,7140.03,9659.71,4,Retrasado
5368,Perú,Chile,Marítimo,Alimentos,2025-09-17,2025-10-08,13494.53,27506.1,0,A tiempo
5369,USA,Chile,Marítimo,Electrónica,2025-12-04,2026-01-02,15891.04,26370.03,0,A tiempo
5370,China,Chile,Terrestre,Textil,2025-05-06,2025-05-15,18511.66,41482.31,0,A tiempo
5371,Perú,México,Terrestre,Maquinaria,2025-05-17,2025-06-17,6260.92,14874.0,2,A tiempo
5372,España,Colombia,Aéreo,Maquinaria,2025-07-18,2025-08-23,16821.17,24932.59,4,Retrasado
5373,España,Chile,Aéreo,Maquinaria,2025-04-02,2025-05-01,15348.56,28482.85,5,Retrasado
5374,Alemania,Ecuador,Aéreo,Electrónica,2025-07-19,2025-07-28,19104.29,26313.1,0,A tiempo
5375,Colombia,Ecuador,Terrestre,Electrónica,2025-05-08,2025-05-28,3078.81,6652.81,0,A tiempo
5376,Perú,Perú,Marítimo,Alimentos,2025-12-06,2025-12-11,18383.55,34710.96,3,A tiempo
5377,Brasil,Perú,Terrestre,Electrónica,2025-04-23,2025-05-16,15716.31,23521.04,2,A tiempo
5378,México,Colombia,Terrestre,Alimentos,2025-08-20,2025-08-23,12512.55,21898.45,0,A tiempo
5379,Alemania,Ecuador,Aéreo,Maquinaria,2025-05-21,2025-06-28,4940.73,10376.13,2,A tiempo
5380,México,Chile,Marítimo,Químicos,2025-12-26,2026-01-06,13748.63,24780.61,1,A tiempo
5381,China,México,Marítimo,Maquinaria,2025-11-22,2025-12-05,11134.12,11164.21,2,A tiempo
5382,Perú,Perú,Marítimo,Electrónica,2025-04-27,2025-05-08,5064.48,10538.13,0,A tiempo
5383,USA,México,Marítimo,Textil,2025-01-03,2025-01-10,4719.28,4256.72,5,Retrasado
5384,Brasil,Perú,Aéreo,Electrónica,2025-04-19,2025-05-23,9366.66,16362.02,3,A tiempo
5385,Brasil,México,Marítimo,Alimentos,2025-06-30,2025-07-24,6709.19,6256.75,0,A tiempo
5386,Brasil,México,Terrestre,Químicos,2025-05-03,2025-05-26,6726.25,15221.86,0,A tiempo
5387,Perú,Perú,Terrestre,Electrónica,2025-08-29,2025-09-03,18247.61,12574.36,2,A tiempo
5388,Brasil,Perú,Aéreo,Electrónica,2025-05-02,2025-05-09,16870.81,20848.87,0,A tiempo
5389,Perú,Colombia,Terrestre,Textil,2025-04-30,2025-06-03,3012.19,5344.36,0,A tiempo
5390,Colombia,Chile,Aéreo,Maquinaria,2025-11-24,2025-12-28,225.5,486.98,11,Retrasado
5391,Brasil,Chile,Aéreo,Alimentos,2025-04-17,2025-04-26,17909.66,44374.5,0,A tiempo
5392,España,México,Terrestre,Alimentos,2025-08-05,2025-08-17,8171.63,17292.76,0,A tiempo
5393,USA,Colombia,Marítimo,Alimentos,2025-07-09,2025-07-22,15371.9,12405.88,5,Retrasado
5394,China,Perú,Marítimo,Maquinaria,2025-04-05,2025-04-06,947.19,2231.42,2,A tiempo
5395,Alemania,Perú,Terrestre,Electrónica,2025-02-24,2025-03-09,2395.94,2299.7,8,Retrasado
5396,USA,México,Terrestre,Químicos,2025-05-10,2025-05-14,7950.4,5450.4,0,A tiempo
5397,México,Colombia,Marítimo,Químicos,2025-04-27,2025-06-03,14575.33,16502.56,0,A tiempo
5398,España,México,Marítimo,Textil,2025-05-12,2025-06-09,6574.91,5765.78,0,A tiempo
5399,España,Chile,Marítimo,Alimentos,2025-10-24,2025-10-28,14374.8,18907.55,1,A tiempo
5400,México,Perú,Terrestre,Electrónica,2025-07-14,2025-07-29,1326.81,2446.98,7,Retrasado
5401,USA,Colombia,Marítimo,Textil,2025-12-22,2026-01-01,11962.86,27523.48,0,A tiempo
5402,Brasil,Perú,Aéreo,Maquinaria,2025-04-21,2025-05-11,666.25,1128.02,1,A tiempo
5403,Perú,México,Marítimo,Maquinaria,2025-04-01,2025-04-17,549.77,1024.81,6,Retrasado
5404,China,Colombia,Terrestre,Textil,2025-01-17,2025-02-22,4860.55,5290.29,0,A tiempo
5405,Colombia,Chile,Marítimo,Textil,2025-11-11,2025-12-06,15685.92,20880.44,2,A tiempo
5406,USA,Colombia,Terrestre,Maquinaria,2025-06-24,2025-07-17,4263.71,5804.38,2,A tiempo
5407,Colombia,México,Terrestre,Químicos,2025-04-18,2025-05-12,5761.16,8509.89,4,Retrasado
5408,España,Perú,Aéreo,Químicos,2025-01-11,2025-02-18,16809.26,16777.13,0,A tiempo
5409,Perú,México,Aéreo,Alimentos,2025-08-16,2025-08-27,2842.07,1862.94,2,A tiempo
5410,Perú,Colombia,Terrestre,Químicos,2025-04-19,2025-04-20,2572.93,2007.27,1,A tiempo
5411,Perú,Colombia,Aéreo,Maquinaria,2025-08-26,2025-08-27,14405.56,15101.07,2,A tiempo
5412,México,México,Aéreo,Alimentos,2025-02-10,2025-02-17,12825.3,11080.21,0,A tiempo
5413,Colombia,Chile,Aéreo,Textil,2025-07-09,2025-07-25,6647.78,15108.57,7,Retrasado
5414,España,Chile,Terrestre,Alimentos,2025-02-19,2025-03-23,19236.07,40008.72,0,A tiempo
5415,España,Ecuador,Aéreo,Alimentos,2025-08-27,2025-09-12,13601.61,12859.48,0,A tiempo
5416,México,Ecuador,Marítimo,Químicos,2025-09-26,2025-10-15,11015.1,12966.85,2,A tiempo
5417,Colombia,Perú,Marítimo,Maquinaria,2025-10-20,2025-10-25,4722.39,9151.46,0,A tiempo
5418,México,Perú,Aéreo,Electrónica,2025-10-17,2025-11-05,759.92,804.04,5,Retrasado
5419,USA,Perú,Marítimo,Textil,2025-11-17,2025-12-23,13763.47,9745.29,2,A tiempo
5420,México,Perú,Terrestre,Maquinaria,2025-11-11,2025-11-23,13328.82,32712.95,0,A tiempo
5421,USA,Ecuador,Terrestre,Alimentos,2025-10-23,2025-11-05,18195.44,19737.57,0,A tiempo
5422,USA,Chile,Aéreo,Químicos,2025-04-02,2025-05-07,5619.44,5468.62,6,Retrasado
5423,Colombia,Perú,Terrestre,Alimentos,2025-11-16,2025-12-15,5067.71,10981.11,0,A tiempo
5424,México,Ecuador,Aéreo,Alimentos,2025-06-27,2025-07-02,19764.5,38239.25,6,Retrasado
5425,USA,Chile,Marítimo,Químicos,2025-02-19,2025-03-05,14328.75,35586.73,0,A tiempo
5426,USA,Chile,Aéreo,Alimentos,2025-10-23,2025-10-27,19899.03,24789.53,0,A tiempo
5427,México,Chile,Aéreo,Químicos,2025-10-23,2025-11-10,15104.94,17128.4,0,A tiempo
5428,México,Ecuador,Terrestre,Electrónica,2025-06-10,2025-07-04,8506.3,10063.22,2,A tiempo
5429,España,Ecuador,Marítimo,Textil,2025-09-18,2025-10-26,391.9,344.61,0,A tiempo
5430,Brasil,México,Terrestre,Alimentos,2025-02-09,2025-03-18,13261.42,26699.76,0,A tiempo
5431,México,México,Terrestre,Textil,2025-02-14,2025-02-19,5939.17,7495.22,2,A tiempo
5432,USA,Ecuador,Marítimo,Textil,2025-05-26,2025-06-03,17347.45,13674.26,0,A tiempo
5433,México,Perú,Terrestre,Electrónica,2025-03-28,2025-04-11,7216.76,15281.18,3,A tiempo
5434,China,Chile,Terrestre,Textil,2025-11-12,2025-12-06,16847.5,26474.21,0,A tiempo
5435,España,México,Marítimo,Maquinaria,2025-11-12,2025-12-07,1156.02,2258.61,0,A tiempo
5436,Perú,México,Marítimo,Electrónica,2025-02-21,2025-03-02,19792.49,22802.43,2,A tiempo
5437,China,Chile,Aéreo,Químicos,2025-04-24,2025-04-25,16100.73,17924.22,3,A tiempo
5438,España,México,Terrestre,Químicos,2025-06-14,2025-07-11,8571.23,6935.34,8,Retrasado
5439,Alemania,Colombia,Terrestre,Alimentos,2025-02-15,2025-02-27,239.07,440.18,0,A tiempo
5440,Brasil,Colombia,Terrestre,Maquinaria,2025-02-13,2025-03-24,3542.35,7294.72,0,A tiempo
5441,Colombia,México,Terrestre,Electrónica,2025-06-23,2025-06-24,18488.81,44750.65,0,A tiempo
5442,China,Perú,Marítimo,Maquinaria,2025-08-10,2025-08-26,16138.46,21834.84,0,A tiempo
5443,Alemania,Colombia,Terrestre,Electrónica,2025-03-03,2025-04-03,11077.88,25036.98,8,Retrasado
5444,España,Perú,Terrestre,Químicos,2025-02-25,2025-04-04,6965.47,7391.29,4,Retrasado
5445,Brasil,Ecuador,Aéreo,Textil,2025-09-13,2025-09-25,17443.6,24299.04,0,A tiempo
5446,Perú,Chile,Marítimo,Maquinaria,2025-12-01,2026-01-03,11112.3,21801.79,3,A tiempo
5447,Brasil,México,Marítimo,Alimentos,2025-01-01,2025-02-01,4207.28,8005.81,0,A tiempo
5448,México,Colombia,Aéreo,Maquinaria,2025-10-07,2025-10-12,15188.05,21542.26,0,A tiempo
5449,España,Perú,Terrestre,Electrónica,2025-01-05,2025-01-16,13386.39,9614.83,10,Retrasado
5450,USA,México,Terrestre,Químicos,2025-12-10,2025-12-21,7748.67,17550.19,0,A tiempo
5451,China,Ecuador,Aéreo,Alimentos,2025-05-07,2025-05-16,804.98,1136.57,0,A tiempo
5452,China,Ecuador,Aéreo,Alimentos,2025-10-08,2025-10-21,2977.95,3117.06,0,A tiempo
5453,Brasil,Colombia,Terrestre,Alimentos,2025-07-10,2025-07-30,12447.39,25607.62,0,A tiempo
5454,España,México,Terrestre,Maquinaria,2025-05-15,2025-06-10,17692.55,10166.63,3,A tiempo
5455,México,México,Terrestre,Maquinaria,2025-05-22,2025-06-24,4955.9,8447.69,0,A tiempo
5456,Perú,México,Marítimo,Electrónica,2025-09-08,2025-10-07,7100.63,10881.19,4,Retrasado
5457,España,Ecuador,Aéreo,Textil,2025-11-19,2025-12-24,13373.25,17566.8,0,A tiempo
5458,México,Ecuador,Terrestre,Alimentos,2025-10-22,2025-11-10,17405.87,20277.9,10,Retrasado
5459,España,Chile,Marítimo,Alimentos,2025-05-06,2025-05-11,19235.72,10070.52,0,A tiempo
5460,México,Ecuador,Marítimo,Textil,2025-10-06,2025-11-12,645.06,867.26,2,A tiempo
5461,Alemania,Ecuador,Marítimo,Químicos,2025-03-03,2025-03-08,6239.93,13637.91,2,A tiempo
5462,USA,Chile,Terrestre,Maquinaria,2025-01-01,2025-01-23,12389.67,11606.25,5,Retrasado
5463,USA,México,Aéreo,Alimentos,2025-09-09,2025-09-14,3063.52,4785.12,6,Retrasado
5464,México,Ecuador,Aéreo,Electrónica,2025-01-31,2025-02-05,4286.88,4853.88,3,A tiempo
5465,España,Chile,Terrestre,Maquinaria,2025-05-28,2025-06-13,18002.33,26185.66,0,A tiempo
5466,Colombia,México,Aéreo,Alimentos,2025-10-26,2025-11-07,8075.32,10497.16,1,A tiempo
5467,Brasil,Perú,Marítimo,Textil,2025-05-21,2025-06-17,9019.93,13773.49,8,Retrasado
5468,España,Chile,Terrestre,Electrónica,2025-01-20,2025-02-21,8722.25,16379.68,3,A tiempo
5469,Alemania,Chile,Terrestre,Electrónica,2025-01-07,2025-02-01,13717.15,9282.54,8,Retrasado
5470,Brasil,México,Marítimo,Maquinaria,2025-11-28,2026-01-01,14747.13,21767.56,9,Retrasado
5471,Perú,Colombia,Aéreo,Alimentos,2025-10-27,2025-11-21,14548.78,34141.13,10,Retrasado
5472,México,Perú,Terrestre,Alimentos,2025-08-27,2025-09-03,15512.05,38667.28,1,A tiempo
5473,USA,Ecuador,Terrestre,Electrónica,2025-01-04,2025-01-30,9912.8,8746.89,7,Retrasado
5474,España,Colombia,Marítimo,Textil,2025-10-06,2025-11-03,11050.96,9457.14,0,A tiempo
5475,España,México,Marítimo,Alimentos,2025-06-07,2025-07-16,9862.72,5329.11,11,Retrasado
5476,China,México,Aéreo,Textil,2025-01-31,2025-02-04,15465.34,38524.76,0,A tiempo
5477,Colombia,México,Aéreo,Textil,2025-10-03,2025-11-02,15206.44,35724.86,0,A tiempo
5478,USA,Colombia,Aéreo,Alimentos,2025-09-11,2025-10-17,440.64,970.05,3,A tiempo
5479,Colombia,México,Aéreo,Textil,2025-03-19,2025-04-26,6434.27,14475.68,2,A tiempo
5480,China,Perú,Marítimo,Maquinaria,2025-04-29,2025-05-31,6773.39,7665.17,0,A tiempo
5481,China,Colombia,Terrestre,Alimentos,2025-12-18,2026-01-17,641.17,990.0,13,Retrasado
5482,España,Perú,Marítimo,Alimentos,2025-02-12,2025-02-22,16283.78,34606.43,2,A tiempo
5483,España,Perú,Terrestre,Químicos,2025-10-25,2025-11-21,15850.29,16081.83,0,A tiempo
5484,México,México,Aéreo,Alimentos,2025-08-26,2025-08-28,253.96,387.99,0,A tiempo
5485,España,Perú,Terrestre,Electrónica,2025-03-23,2025-04-10,15709.47,11007.61,11,Retrasado
5486,México,Colombia,Aéreo,Electrónica,2025-07-27,2025-09-01,14152.1,21459.05,1,A tiempo
5487,USA,México,Aéreo,Textil,2025-07-30,2025-08-11,19380.74,36333.74,0,A tiempo
5488,Alemania,Ecuador,Marítimo,Alimentos,2025-01-18,2025-02-25,1453.88,1541.6,1,A tiempo
5489,Colombia,Chile,Marítimo,Alimentos,2025-09-09,2025-09-11,6665.96,5552.05,4,Retrasado
5490,Brasil,Ecuador,Terrestre,Maquinaria,2025-01-19,2025-01-26,13054.86,29636.81,1,A tiempo
5491,Brasil,Colombia,Terrestre,Maquinaria,2025-07-24,2025-08-12,14346.82,23377.29,3,A tiempo
5492,México,México,Aéreo,Alimentos,2025-01-16,2025-02-01,2394.28,4545.67,0,A tiempo
5493,China,Colombia,Aéreo,Químicos,2025-10-15,2025-10-28,13353.16,19633.32,4,Retrasado
5494,España,México,Terrestre,Textil,2025-12-20,2026-01-28,19294.07,14101.41,10,Retrasado
5495,Brasil,Chile,Marítimo,Electrónica,2025-01-25,2025-02-24,10963.09,6690.4,1,A tiempo
5496,Colombia,Perú,Marítimo,Maquinaria,2025-11-17,2025-12-01,9861.82,21866.65,0,A tiempo
5497,Brasil,Perú,Aéreo,Maquinaria,2025-10-14,2025-11-06,13583.72,21309.06,0,A tiempo
5498,España,Perú,Marítimo,Textil,2025-05-30,2025-06-11,18226.25,40740.69,2,A tiempo
5499,España,Chile,Terrestre,Electrónica,2025-03-05,2025-03-27,17680.63,40357.39,5,Retrasado
5500,China,Colombia,Terrestre,Textil,2025-09-28,2025-10-05,368.26,713.21,5,Retrasado
5501,Brasil,Ecuador,Aéreo,Electrónica,2025-09-26,2025-10-01,14250.35,23805.04,4,Retrasado
5502,Perú,Ecuador,Marítimo,Electrónica,2025-08-31,2025-09-02,14904.62,9500.11,0,A tiempo
5503,USA,Ecuador,Aéreo,Electrónica,2025-04-24,2025-05-05,9350.37,16894.15,4,Retrasado
5504,China,Chile,Terrestre,Alimentos,2025-06-15,2025-07-09,7905.5,7699.71,0,A tiempo
5505,España,Colombia,Marítimo,Electrónica,2025-01-05,2025-02-03,7154.75,9610.97,2,A tiempo
5506,Colombia,Colombia,Aéreo,Alimentos,2025-05-04,2025-06-05,8362.43,8161.25,0,A tiempo
5507,Perú,Colombia,Terrestre,Electrónica,2025-06-27,2025-07-17,14550.76,7365.82,9,Retrasado
5508,USA,Ecuador,Marítimo,Químicos,2025-04-05,2025-05-10,17553.01,18070.31,4,Retrasado
5509,Colombia,Ecuador,Marítimo,Maquinaria,2025-07-25,2025-07-29,6217.89,5022.45,3,A tiempo
5510,Perú,Ecuador,Marítimo,Químicos,2025-04-08,2025-05-07,9565.19,9734.81,2,A tiempo
5511,Perú,Ecuador,Marítimo,Electrónica,2025-08-25,2025-09-22,3198.57,3417.33,0,A tiempo
